SF-WAT,SA-CFM,RA-CFM,SA-TEMP,MA-TEMP,RA-TEMP,SA-HUMD,RA-HUMD,OA-TEMP,HWC-EWT,E_ccoil,label
498.975,848.801,1047.626,55.578,71.422,70.709,88.124,53.833,0,67.028,5.469,2
507.174,873.192,1035.174,55.578,71.209,70.499,88.293,53.833,0,67.028,5.334,2
500.146,871.754,1039.844,55.578,71.209,70.393,88.77,53.693,0,67.028,6.151,2
521.23,851.664,1047.626,55.578,71.209,70.499,88.77,53.833,0,67.102,6.731,2
509.517,857.396,1033.618,55.363,71.422,70.709,87.844,53.749,0,67.028,7.816,2
496.633,834.507,1030.505,54.932,71.209,70.393,87.479,53.777,0,67.028,7.414,2
500.146,876.069,1028.948,54.717,71.209,70.393,86.666,53.609,0,67.028,7.357,2
506.003,904.926,1061.634,54.394,71.209,70.393,86.61,53.552,0,66.954,7.439,2
507.174,818.829,1018.053,54.179,71.315,70.499,86.526,53.496,0,67.028,7.744,2
520.059,870.316,1044.513,53.856,71.103,70.288,86.47,53.272,0,67.028,7.784,2
493.119,857.396,1033.618,53.533,71.103,70.288,86.105,53.244,0,67.028,7.899,2
518.887,866.006,1022.722,53.426,71.103,70.288,86.358,52.908,0,66.954,7.227,2
503.66,833.079,1022.722,53.318,71.103,70.183,87.62,52.768,0,66.806,6.164,2
517.716,834.507,1035.174,53.426,70.997,70.288,89.078,52.656,0,66.88,4.737,2
508.346,861.699,1032.061,53.749,70.997,70.183,90.536,52.656,0,66.88,4.111,2
476.72,880.387,1039.844,54.179,70.997,70.078,91.518,52.515,0,66.806,4.279,2
495.461,815.984,1022.722,54.717,70.891,69.973,91.799,52.74,0,66.806,2.43,2
510.688,827.375,1024.279,55.148,70.891,69.973,91.546,52.964,0,66.733,3.724,2
513.031,866.006,1030.505,55.255,70.891,70.078,91.153,53.16,0,66.659,4.421,2
488.433,853.097,1022.722,55.471,70.891,69.973,90.985,53.356,0,66.585,4.667,2
496.633,870.316,1036.731,55.686,70.785,69.973,90.957,53.552,0,66.511,4.464,2
515.373,881.828,1030.505,56.009,70.785,70.078,90.565,53.777,0,66.437,3.838,2
494.29,844.508,1016.496,56.009,71.103,70.288,90.284,53.889,0,66.437,3.944,2
493.119,830.226,1013.383,56.332,70.891,70.078,90.2,54.113,0,66.437,4.166,2
502.489,870.316,1033.618,56.224,71.103,70.288,90.368,54.337,0,66.511,4.663,2
518.887,874.63,1033.618,56.332,70.891,70.078,89.583,54.393,0,66.437,5.632,2
510.688,891.921,1049.182,56.224,70.891,70.078,88.181,54.477,0,66.585,6.219,2
514.202,850.232,1030.505,56.009,70.785,69.973,87.367,54.702,0,66.659,6.539,2
481.406,838.791,1021.166,55.578,70.785,70.078,87.283,54.618,0,66.733,6.186,2
509.517,845.939,1022.722,55.363,70.785,70.078,87.479,54.477,0,66.88,5.444,2
506.003,847.369,1035.174,55.255,70.891,69.973,88.068,54.505,0,66.88,6.742,2
511.859,864.57,1036.731,55.255,70.891,69.973,88.237,54.421,0,66.954,6.322,2
514.202,877.508,1050.739,55.04,70.891,69.973,87.648,54.449,0,66.88,6.381,2
495.461,866.006,1050.739,55.148,70.891,69.973,87.536,54.477,0,66.88,6.03,2
522.401,878.948,1053.851,54.717,70.785,69.868,87.76,54.309,0,66.954,7.649,2
509.517,851.664,1022.722,54.61,70.785,69.973,87.648,54.393,0,66.954,7.509,2
510.688,873.192,1038.287,54.394,70.785,69.868,86.862,53.973,0,66.806,7.415,2
497.804,844.508,1038.287,54.394,70.785,69.868,86.47,54.085,0,66.806,7.444,2
517.716,840.219,1033.618,54.179,70.785,69.868,86.33,53.917,0,66.733,7.522,2
508.346,853.097,1027.392,53.749,70.679,69.868,86.666,53.833,0,66.806,7.824,2
507.174,867.442,1036.731,53.533,70.679,69.868,86.722,53.693,0,66.806,7.224,2
494.29,837.362,1035.174,53.426,70.997,69.973,87.788,53.524,0,66.733,5.478,2
506.003,851.664,1024.279,53.533,70.891,69.973,89.33,53.384,0,66.806,4.678,2
511.859,848.801,1027.392,54.071,70.573,69.657,90.396,53.412,0,66.659,4.254,2
520.059,889.035,1050.739,54.287,70.679,69.763,91.21,53.356,0,66.659,4.483,2
495.461,833.079,1022.722,54.717,70.573,69.657,91.35,53.44,0,66.659,2.884,2
507.174,845.939,1036.731,55.04,70.785,69.973,90.845,53.665,0,66.511,4.089,2
500.146,827.375,1021.166,55.363,70.573,69.763,90.733,53.945,0,66.437,4.548,2
490.776,841.649,1025.835,55.578,70.573,69.763,90.621,54.001,0,66.437,4.857,2
516.545,838.791,1038.287,55.794,70.573,69.763,90.424,54.197,0,66.437,4.095,2
495.461,831.653,1028.948,55.901,70.573,69.763,89.947,54.477,0,66.289,3.954,2
506.003,860.265,1050.739,56.009,70.573,69.868,89.723,54.561,0,66.363,4.318,2
503.66,870.316,1041.4,56.116,70.573,69.868,89.751,54.618,0,66.437,4.429,2
513.031,874.63,1058.521,56.224,70.573,69.763,89.947,54.674,0,66.437,4.799,2
503.66,828.8,1030.505,56.332,70.573,69.868,88.882,54.87,0,66.511,5.478,2
525.915,867.442,1050.739,56.439,70.573,69.868,87.732,55.01,0,66.511,6.103,2
508.346,860.265,1052.295,55.901,70.573,69.973,87.227,55.094,0,66.437,6.33,2
510.688,904.926,1075.643,55.901,70.573,69.973,87.283,55.038,0,66.289,5.821,2
513.031,873.192,1056.965,55.471,70.573,69.868,87.676,54.982,0,66.437,6.285,2
530.6,906.373,1067.86,55.363,70.679,69.973,88.265,54.814,0,66.585,6.417,2
532.943,920.864,1094.325,55.255,70.679,70.078,88.237,54.758,0,66.733,6.198,2
554.026,986.549,1102.111,55.255,70.679,69.973,87.984,54.702,0,66.806,6.196,2
548.17,971.885,1100.553,55.148,70.679,69.973,88.124,54.786,0,66.88,6.36,2
558.712,992.425,1109.897,55.04,70.785,69.868,88.349,54.786,0,67.102,7.695,2
562.226,967.494,1117.685,54.932,70.679,69.973,88.181,54.533,0,67.176,7.507,2
566.911,989.486,1105.225,54.825,70.679,69.868,87.507,54.477,0,67.102,7.5,2
575.11,1026.328,1128.59,54.502,70.679,69.973,87.564,54.421,0,67.028,7.428,2
549.341,985.081,1116.127,54.287,70.679,69.868,87.872,54.169,0,67.028,7.676,2
572.767,1020.417,1136.38,54.179,70.785,69.868,87.704,54.169,0,66.88,7.898,2
595.022,1078.296,1167.561,54.071,70.997,70.078,87.564,53.861,0,66.88,7.905,2
549.341,1005.667,1125.474,53.964,70.891,70.183,87.648,53.973,0,66.88,8.068,2
571.596,1047.061,1147.29,53.641,70.785,70.288,87.76,53.356,0,66.88,7.731,2
592.679,1087.25,1178.481,53.641,70.785,70.814,88.685,52.347,0,66.88,6.855,2
578.624,1079.788,1164.441,53.749,71.103,71.445,90.116,51.394,0,66.806,6.176,2
607.906,1102.202,1178.481,54.179,71.315,71.971,90.705,50.413,0,66.733,5.055,2
627.818,1175.985,1206.583,54.61,71.634,72.391,91.153,49.881,0,66.733,5.888,2
626.647,1166.905,1206.583,55.04,71.846,72.601,91.294,49.32,0,66.733,5.059,2
640.703,1236.84,1245.673,55.578,72.058,72.812,91.069,49.068,0,66.659,5.625,2
665.3,1258.269,1258.198,55.794,72.27,73.022,90.985,48.872,0,66.585,5.739,2
684.041,1270.544,1262.898,56.224,72.695,73.337,91.069,48.844,0,66.659,5.718,2
707.467,1296.699,1286.416,56.762,72.695,73.337,91.097,48.984,0,66.585,5.62,2
715.666,1326.046,1311.541,57.085,73.119,73.548,90.34,49.096,0,66.659,7.28,2
736.75,1363.285,1333.562,57.193,73.119,73.548,89.19,49.264,0,66.659,8.9,2
750.805,1380.415,1347.738,57.085,73.437,73.758,88.685,49.404,0,66.659,10.328,2
774.231,1444.604,1374.56,56.762,73.331,73.653,88.489,49.404,0,66.511,11.276,2
785.944,1433.608,1382.461,56.332,73.437,73.758,87.984,49.208,0,66.585,11.121,2
796.486,1469.797,1399.862,56.116,73.543,73.758,88.938,48.956,0,66.806,9.895,2
832.797,1520.419,1437.928,55.901,73.543,73.653,89.947,49.068,0,66.88,11.456,2
822.255,1536.302,1450.65,55.794,73.65,73.653,89.471,48.984,0,66.954,12.811,2
852.709,1571.351,1472.953,55.471,73.543,73.653,89.078,48.928,0,67.028,12.702,2
892.533,1593.728,1488.918,55.363,73.65,73.653,89.555,48.704,0,67.176,12.015,2
877.306,1619.373,1500.111,55.255,73.862,73.758,90.172,48.704,0,67.028,12.087,2
898.39,1651.533,1530.565,55.255,73.862,73.758,90.34,48.564,0,67.102,12.791,2
928.843,1670.883,1527.354,55.255,73.65,73.548,90.34,48.62,0,67.102,12.915,2
907.76,1680.574,1533.777,55.255,73.65,73.443,90.312,48.676,0,67.102,13.294,2
934.7,1693.51,1549.858,55.363,73.862,73.548,90.508,48.676,0,66.954,13.035,2
945.242,1706.465,1561.135,55.363,73.862,73.548,90.565,48.788,0,66.954,13.002,2
965.154,1708.085,1549.858,55.363,73.543,73.232,90.565,48.788,0,66.954,13.155,2
959.297,1735.676,1565.972,55.04,73.543,73.337,90.621,48.788,0,66.88,13.38,2
955.783,1712.948,1562.747,55.04,73.65,73.337,90.621,48.676,0,66.954,13.376,2
963.982,1750.315,1577.272,55.255,73.543,73.232,90.789,48.704,0,66.954,13.359,2
986.237,1734.051,1580.504,55.148,73.543,73.127,90.649,48.844,0,66.954,13.393,2
968.668,1743.806,1585.354,55.255,73.543,73.232,90.957,48.676,0,66.88,13.496,2
995.608,1761.716,1588.589,55.04,73.65,73.232,90.845,48.62,0,66.954,13.665,2
1019.034,1782.925,1616.146,55.148,73.543,73.232,90.929,48.732,0,66.954,13.598,2
1006.149,1771.499,1590.207,55.148,73.65,73.232,90.789,48.76,0,67.102,13.611,2
992.094,1782.925,1614.522,55.148,73.543,73.232,90.901,48.704,0,67.25,13.457,2
1023.719,1812.365,1630.779,55.148,73.65,73.232,91.097,48.816,0,67.176,13.489,2
1036.603,1815.641,1638.921,55.255,73.65,73.232,90.929,48.872,0,67.324,13.97,2
1042.46,1835.322,1647.073,55.255,73.65,73.232,90.929,48.956,0,67.398,13.709,2
1045.974,1823.837,1638.921,55.255,73.862,73.337,90.901,48.9,0,67.398,13.811,2
1048.316,1823.837,1632.406,55.255,73.756,73.337,90.817,48.956,0,67.398,13.859,2
1074.085,1843.532,1653.602,55.148,73.65,73.232,90.705,48.956,0,67.472,14.029,2
1079.942,1845.176,1647.073,55.148,73.65,73.127,90.901,48.9,0,67.472,13.908,2
1084.627,1864.912,1676.503,55.255,73.543,73.127,91.041,49.012,0,67.398,13.839,2
1099.854,1876.442,1689.625,55.363,73.543,73.127,90.901,49.04,0,67.324,14.108,2
1090.483,1876.442,1679.781,55.255,73.543,73.022,90.789,49.068,0,67.398,14.225,2
1119.766,1881.387,1681.42,55.255,73.543,73.022,90.761,49.208,0,67.25,14.341,2
1116.252,1886.334,1689.625,55.255,73.543,73.022,90.845,49.264,0,67.398,14.222,2
1150.22,1919.376,1699.483,55.363,73.756,73.337,90.677,49.292,0,67.398,14.449,2
1147.877,1909.453,1702.773,55.363,73.543,73.022,90.929,49.208,0,67.545,14.336,2
1150.22,1911.106,1701.128,55.363,73.543,73.022,90.621,49.18,0,67.472,14.609,2
1183.016,1950.857,1724.199,55.363,73.543,73.022,90.789,49.348,0,67.545,14.488,2
1177.16,1939.248,1724.199,55.363,73.543,73.022,90.733,49.292,0,67.545,14.485,2
1214.641,1962.478,1739.075,55.363,73.65,73.022,90.761,49.208,0,67.619,14.841,2
1206.442,1969.124,1729.154,55.686,73.756,73.232,90.733,49.348,0,67.472,14.998,2
1213.47,1969.124,1745.698,55.363,73.543,73.022,90.677,49.264,0,67.472,14.656,2
1198.243,1970.785,1750.671,55.363,73.756,73.127,90.593,49.236,0,67.472,15.056,2
1213.47,1970.785,1757.307,55.363,73.756,73.022,90.593,49.404,0,67.472,14.915,2
1240.41,1985.755,1752.329,55.363,73.543,72.917,90.649,49.348,0,67.472,14.95,2
1245.095,2005.744,1763.95,55.363,73.543,73.127,90.761,49.124,0,67.619,14.967,2
1245.095,1995.745,1765.612,55.471,73.862,73.232,90.733,49.208,0,67.767,14.946,2
1272.035,2015.752,1785.593,55.471,73.756,73.127,90.621,49.432,0,67.767,14.987,2
1254.466,2007.411,1778.926,55.471,73.543,72.917,90.536,49.488,0,67.915,15.022,2
1263.836,2010.747,1775.594,55.471,73.862,73.232,90.621,49.348,0,67.841,15.058,2
1267.35,2017.421,1782.258,55.471,73.65,72.917,90.593,49.348,0,67.767,15.233,2
1273.207,2035.792,1802.296,55.471,73.543,72.812,90.649,49.629,0,67.693,15.213,2
1275.549,2052.519,1783.925,55.578,73.543,72.917,90.621,49.545,0,67.841,15.209,2
1269.693,2029.108,1787.261,55.578,73.543,72.917,90.48,49.432,0,67.841,15.328,2
1255.637,2034.121,1802.296,55.578,73.543,72.917,90.48,49.488,0,67.841,15.223,2
1303.66,2054.192,1800.624,55.578,73.65,72.812,90.621,49.46,0,67.915,15.443,2
1298.975,2039.136,1793.939,55.578,73.543,72.917,90.536,49.46,0,67.989,15.22,2
1308.346,2062.565,1815.694,55.578,73.862,73.127,90.536,49.46,0,67.915,15.438,2
1307.174,2060.89,1814.017,55.794,73.65,73.022,90.48,49.404,0,67.915,15.311,2
1330.6,2070.944,1814.017,55.578,73.862,73.127,90.396,49.46,0,67.693,15.235,2
1342.313,2069.268,1808.991,55.471,73.65,72.917,90.536,49.516,0,67.398,15.23,2
1311.859,2069.268,1817.371,55.686,73.65,73.022,90.452,49.404,0,67.545,15.329,2
1345.827,2086.04,1817.371,55.578,73.862,73.232,90.508,49.432,0,67.472,15.544,2
1355.198,2094.435,1830.804,55.578,73.756,72.812,90.452,49.46,0,67.398,15.4,2
1379.795,2102.835,1835.85,55.686,73.756,72.812,90.593,49.685,0,67.25,15.54,2
1366.911,2107.878,1830.804,55.901,73.65,72.812,90.649,49.601,0,67.176,15.656,2
1352.855,2097.794,1835.85,55.686,73.756,72.917,90.565,49.685,0,67.324,15.574,2
1370.425,2116.287,1851.015,55.686,73.756,72.917,90.761,49.797,0,67.324,15.614,2
1382.138,2126.385,1847.641,55.686,73.756,72.917,90.621,49.741,0,67.176,15.71,2
1390.337,2139.863,1862.839,55.901,73.756,72.917,90.817,49.825,0,67.176,15.665,2
1398.536,2148.293,1862.839,56.009,73.756,72.917,90.677,49.909,0,67.25,15.744,2
1403.221,2139.863,1861.149,56.116,73.756,72.917,90.621,49.909,0,67.324,15.623,2
1412.592,2148.293,1872.994,55.901,73.862,72.917,90.705,49.769,0,67.619,15.781,2
1414.934,2151.667,1879.775,55.901,74.074,73.022,90.536,49.853,0,67.619,15.919,2
1426.647,2176.997,1878.079,56.009,73.756,72.812,90.621,50.021,0,67.545,15.717,2
1421.962,2165.17,1867.914,56.009,73.968,73.022,90.536,50.077,0,67.619,15.896,2
1428.99,2166.859,1886.565,56.009,73.862,72.917,90.621,50.021,0,67.619,15.597,2
1489.898,2190.527,1898.467,56.116,73.756,72.812,90.621,50.161,0,67.767,15.591,2
1466.472,2202.376,1912.102,56.332,73.968,72.812,90.621,50.525,0,67.767,15.73,2
1481.699,2200.683,1912.102,56.224,73.756,72.496,90.536,50.722,0,67.841,15.73,2
1481.699,2224.41,1908.69,56.224,73.862,72.812,90.2,50.778,0,67.693,17.321,2
1512.152,2231.197,1930.909,56.224,73.862,72.707,89.555,50.722,0,67.693,17.788,2
1537.921,2241.383,1930.909,56.009,73.65,72.601,89.302,50.61,0,67.767,17.951,2
1522.694,2219.322,1917.225,55.686,73.862,72.812,89.218,50.329,0,67.841,17.938,2
1509.81,2232.894,1925.773,55.471,73.65,72.601,89.246,50.161,0,67.767,18.083,2
1503.953,2241.383,1936.05,55.363,73.756,72.496,89.19,49.937,0,67.841,18.446,2
1509.81,2215.931,1910.396,55.255,73.862,72.707,88.994,49.769,0,67.841,18.687,2
1525.037,2226.106,1929.196,55.148,73.65,72.496,88.938,49.629,0,67.841,18.692,2
1544.949,2239.685,1934.336,55.04,73.65,72.391,88.966,49.376,0,67.841,18.768,2
1534.407,2251.577,1939.48,54.717,73.862,72.601,88.938,49.208,0,67.989,18.794,2
1544.949,2237.987,1934.336,54.502,73.543,72.391,89.05,48.956,0,67.915,19.012,2
1516.838,2232.894,1939.48,54.717,73.65,72.286,88.91,48.956,0,67.915,19.325,2
1540.264,2237.987,1942.912,54.287,73.543,72.391,89.05,48.816,0,67.841,19.3,2
1555.491,2224.41,1925.773,54.179,73.543,72.286,88.994,48.62,0,67.841,19.089,2
1508.638,2210.846,1927.484,54.179,73.437,72.286,89.05,48.451,0,67.693,19.208,2
1557.833,2224.41,1929.196,53.964,73.543,72.181,89.05,48.423,0,67.693,19.209,2
1505.125,2243.082,1939.48,54.071,73.437,72.076,89.218,48.199,0,67.693,19.373,2
1526.208,2219.322,1918.933,53.856,73.543,72.076,89.022,48.227,0,67.693,19.357,2
1551.977,2237.987,1934.336,53.749,73.65,72.286,89.134,48.087,0,67.767,19.311,2
1520.351,2192.219,1912.102,53.749,73.437,71.971,89.134,48.059,0,67.767,19.479,2
1542.606,2227.803,1934.336,53.641,73.437,71.971,89.415,48.031,0,67.841,19.103,2
1534.407,2221.018,1930.909,53.749,73.331,71.971,89.499,48.059,0,67.693,19.153,2
1541.435,2237.987,1939.48,53.641,73.331,72.076,89.611,47.975,0,67.767,19.104,2
1542.606,2197.297,1924.062,53.749,73.437,71.865,89.499,47.947,0,67.767,19.344,2
1559.004,2221.018,1927.484,53.749,73.331,71.971,89.415,47.947,0,67.693,18.983,2
1544.949,2226.106,1936.05,53.641,73.437,71.971,89.611,47.807,0,67.619,19.248,2
1482.87,2178.688,1906.985,53.641,73.331,71.865,89.583,47.919,0,67.619,18.856,2
1496.925,2192.219,1925.773,53.641,73.331,71.865,89.555,47.723,0,67.619,18.736,2
1557.833,2215.931,1920.642,53.641,73.331,71.865,89.807,47.891,0,67.472,18.678,2
1546.12,2236.289,1941.196,53.856,73.543,72.076,90.004,48.059,0,67.398,18.587,2
1522.694,2198.99,1915.517,53.856,73.225,71.865,89.835,48.031,0,67.472,18.387,2
1533.236,2219.322,1917.225,53.856,73.331,71.971,90.032,48.003,0,67.545,18.426,2
1536.75,2193.911,1917.225,53.964,73.331,71.865,90.088,48.031,0,67.545,18.29,2
1522.694,2198.99,1913.809,53.964,73.437,71.971,90.088,48.003,0,67.619,18.212,2
1512.152,2195.604,1901.872,54.071,73.543,71.865,90.088,48.199,0,67.693,18.078,2
1514.495,2185.451,1903.576,54.179,73.331,71.865,90.116,48.311,0,67.472,17.724,2
1522.694,2214.236,1922.352,54.287,73.331,71.865,90.368,48.367,0,67.472,17.789,2
1516.838,2212.541,1934.336,54.287,73.437,71.971,90.284,48.311,0,67.398,17.757,2
1512.152,2215.931,1913.809,54.717,73.437,71.971,90.368,48.423,0,67.398,17.779,2
1535.578,2215.931,1922.352,54.61,73.437,71.971,90.34,48.592,0,67.176,17.646,2
1474.671,2166.859,1896.765,54.61,73.543,71.971,90.116,48.788,0,67.028,17.8,2
1509.81,2210.846,1913.809,54.932,73.543,72.076,90.284,48.704,0,66.954,17.725,2
1520.351,2212.541,1917.225,54.717,73.543,72.076,90.228,48.732,0,67.028,17.71,2
1509.81,2214.236,1929.196,54.717,73.543,72.076,90.256,48.816,0,66.954,17.57,2
1481.699,2219.322,1920.642,54.825,73.543,72.181,90.284,48.844,0,66.806,17.847,2
1535.578,2231.197,1932.622,54.932,73.65,72.181,90.256,48.956,0,66.806,17.898,2
1536.75,2237.987,1941.196,55.148,73.65,72.181,90.06,49.096,0,66.806,17.922,2
1559.004,2239.685,1934.336,55.04,73.65,72.286,90.06,48.928,0,66.88,17.9,2
1536.75,2221.018,1913.809,55.04,73.756,72.391,90.06,48.844,0,67.028,17.922,2
1525.037,2231.197,1934.336,55.04,73.756,72.286,89.947,48.928,0,67.176,17.922,2
1541.435,2234.591,1927.484,55.255,73.756,72.181,90.032,49.18,0,67.324,17.757,2
1520.351,2229.5,1936.05,54.932,73.968,72.391,89.976,49.236,0,67.545,17.907,2
1551.977,2251.577,1946.347,54.932,73.756,72.076,89.976,49.208,0,67.545,18.072,2
1569.546,2256.677,1956.665,55.04,73.756,72.076,89.947,49.32,0,67.693,17.93,2
1553.148,2256.677,1953.223,55.04,73.756,72.076,89.891,49.348,0,67.693,18.027,2
1561.347,2254.976,1949.784,55.148,73.756,72.181,89.891,49.152,0,67.767,18.118,2
1575.403,2258.377,1944.63,55.148,73.756,72.181,89.779,49.18,0,67.693,18.073,2
1549.634,2246.479,1934.336,55.04,73.756,72.286,89.779,49.208,0,67.693,17.907,2
1573.06,2256.677,1953.223,55.04,73.756,72.286,89.835,49.18,0,67.767,17.93,2
1563.69,2265.18,1948.065,55.148,73.756,72.286,89.863,49.208,0,67.841,18.05,2
1570.718,2248.178,1941.196,55.148,73.756,72.181,89.723,49.152,0,67.915,18.118,2
1571.889,2265.18,1958.386,55.148,73.968,72.496,89.919,49.124,0,67.767,18.285,2
1598.829,2273.689,1956.665,55.148,73.756,72.181,89.947,49.208,0,67.693,17.953,2
1605.857,2283.906,1968.729,55.148,73.862,72.286,89.863,49.208,0,67.767,18.072,2
1584.773,2271.987,1954.944,55.471,73.862,72.076,89.863,49.376,0,67.693,18.165,2
1577.745,2273.689,1970.455,55.255,73.756,72.181,89.891,49.376,0,67.767,18.236,2
1577.745,2278.797,1965.279,55.255,73.756,72.181,89.639,49.404,0,67.767,18.19,2
1618.741,2283.906,1965.279,55.148,73.756,72.181,89.611,49.404,0,67.693,18.142,2
1608.199,2278.797,1965.279,55.148,73.756,72.181,89.639,49.46,0,67.767,18.044,2
1590.63,2280.5,1958.386,55.148,73.756,72.076,89.751,49.432,0,67.693,17.863,2
1630.454,2290.721,1960.109,55.148,73.65,72.181,89.695,49.46,0,67.767,17.998,2
1611.713,2282.203,1965.279,55.255,73.968,72.181,89.723,49.601,0,67.841,17.976,2
1624.598,2289.017,1965.279,55.255,73.756,72.181,89.779,49.573,0,67.915,18.003,2
1631.625,2304.362,1984.282,55.255,73.756,72.181,89.835,49.516,0,67.841,18.306,2
1624.598,2295.835,1972.181,55.255,73.862,72.286,89.919,49.488,0,67.841,18.183,2
1636.311,2309.481,1994.678,55.363,73.862,72.181,89.891,49.629,0,67.915,18.16,2
1656.223,2316.308,1979.093,55.363,74.074,72.391,89.976,49.685,0,67.915,18.374,2
1665.593,2323.139,1984.282,55.363,73.862,72.286,89.835,49.657,0,67.989,18.093,2
1691.362,2338.519,2005.095,55.363,73.862,72.181,89.695,49.601,0,67.989,18.348,2
1640.996,2318.015,1984.282,55.471,74.074,72.286,89.723,49.741,0,67.989,18.353,2
1666.764,2321.431,1986.013,55.471,73.862,72.076,89.779,49.741,0,67.841,18.33,2
1666.764,2326.555,1992.944,55.471,73.862,72.076,89.555,49.853,0,67.989,18.756,2
1691.362,2333.391,1991.211,55.471,73.862,72.181,89.835,49.713,0,67.841,18.64,2
1693.704,2343.649,1999.884,55.578,73.968,72.286,89.779,49.741,0,67.915,19.022,2
1657.394,2316.308,1975.635,55.578,73.968,72.286,89.863,49.657,0,67.915,19.068,2
1657.394,2326.555,1994.678,55.471,73.968,72.076,89.443,49.825,0,67.989,19.044,2
1674.964,2316.308,1998.148,55.363,73.968,72.181,89.218,49.909,0,67.841,19.068,2
1666.764,2338.519,2005.095,55.363,74.074,72.391,89.611,49.741,0,67.841,19.045,2
1701.903,2345.36,2012.052,55.363,73.862,72.181,89.611,49.685,0,67.841,18.948,2
1701.903,2338.519,2013.793,55.578,73.968,72.181,89.723,49.629,0,67.841,19.112,2
1679.649,2328.264,2008.573,55.363,73.968,72.286,89.499,49.685,0,67.767,19.088,2
1693.704,2319.723,1998.148,55.363,73.968,72.181,89.415,49.713,0,67.767,19.257,2
1710.103,2345.36,2017.277,55.255,73.968,72.076,89.415,49.545,0,67.841,19.256,2
1670.278,2307.774,1984.282,55.255,74.18,72.391,89.471,49.657,0,67.915,19.28,2
1698.39,2331.681,2012.052,55.255,73.968,72.181,89.387,49.573,0,67.915,19.231,2
1680.82,2329.972,2001.621,55.255,73.968,72.076,89.499,49.629,0,67.915,19.256,2
1732.357,2350.493,2022.507,55.148,73.968,72.076,89.583,49.404,0,67.841,18.965,2
1699.561,2333.391,2012.052,55.148,74.074,72.181,89.779,49.376,0,67.767,19.249,2
1711.274,2350.493,2013.793,55.148,74.074,72.076,89.667,49.46,0,67.472,19.372,2
1706.589,2343.649,2005.095,55.255,74.074,72.076,89.583,49.545,0,67.398,19.298,2
1722.987,2352.204,2020.763,55.255,74.074,72.181,89.471,49.573,0,67.324,19.319,2
1690.19,2347.071,2022.507,55.148,74.074,72.076,89.302,49.573,0,67.324,19.251,2
1727.672,2353.915,2019.02,55.148,74.18,72.181,89.499,49.46,0,67.25,19.297,2
1704.246,2352.204,2031.236,55.148,74.074,72.076,89.443,49.545,0,67.176,19.466,2
1703.075,2360.763,2036.481,55.148,74.074,71.971,89.499,49.629,0,67.102,19.295,2
1756.955,2369.327,2032.983,55.255,74.074,71.971,89.527,49.46,0,67.102,19.295,2
1775.696,2365.901,2034.732,55.255,74.18,72.181,89.611,49.348,0,67.028,19.417,2
1758.126,2381.325,2029.489,55.255,74.074,72.181,89.639,49.432,0,67.176,19.196,2
1732.357,2381.325,2045.235,55.471,74.286,72.181,89.443,49.545,0,67.472,19.487,2
1755.783,2372.754,2039.981,55.255,74.074,71.971,89.443,49.601,0,67.472,19.551,2
1765.154,2379.61,2055.76,55.255,74.18,72.076,89.471,49.516,0,67.619,19.626,2
1748.756,2376.182,2045.235,55.148,74.074,71.971,89.359,49.488,0,67.693,19.481,2
1782.723,2383.04,2052.249,55.255,74.074,72.076,89.33,49.545,0,67.767,19.313,2
1746.413,2362.476,2041.731,55.471,74.074,72.076,89.387,49.488,0,67.767,19.407,2
1763.983,2353.915,2019.02,55.148,74.074,72.076,89.19,49.404,0,67.841,19.551,2
1768.668,2372.754,2043.482,55.148,74.074,72.076,89.33,49.236,0,67.767,19.551,2
1767.496,2383.04,2050.494,55.148,73.968,71.865,89.134,49.432,0,67.915,19.529,2
1769.839,2379.61,2041.731,55.148,73.968,71.971,89.19,49.516,0,67.767,19.502,2
1745.242,2367.614,2050.494,55.04,74.074,71.971,89.33,49.376,0,67.915,19.601,2
1774.524,2383.04,2045.235,55.148,74.074,72.076,89.499,49.264,0,67.841,19.455,2
1804.978,2389.9,2054.004,55.255,74.074,71.971,89.499,49.348,0,67.841,19.738,2
1773.353,2388.185,2057.517,55.148,73.968,71.865,89.33,49.488,0,67.767,19.635,2
1751.098,2367.614,2045.235,55.363,73.968,71.971,89.19,49.432,0,67.841,19.666,2
1793.265,2384.755,2041.731,55.04,73.968,71.971,89.302,49.46,0,67.915,19.641,2
1780.381,2388.185,2039.981,55.255,73.968,71.971,89.218,49.376,0,67.915,19.617,2
1766.325,2383.04,2050.494,55.148,73.968,72.076,89.33,49.292,0,67.989,19.685,2
1808.492,2400.197,2054.004,55.255,73.968,71.971,89.415,49.348,0,68.063,19.635,2
1803.807,2393.332,2050.494,55.363,74.074,71.971,89.443,49.404,0,67.915,19.924,2
1812.006,2386.47,2050.494,55.363,73.968,71.865,89.218,49.573,0,67.915,19.676,2
1804.978,2405.348,2061.031,55.255,73.968,71.971,89.443,49.545,0,67.915,19.753,2
1789.751,2408.783,2061.031,55.148,74.074,71.971,89.387,49.404,0,67.841,19.873,2
1810.835,2398.481,2048.741,55.148,74.286,72.181,89.359,49.573,0,67.915,19.744,2
1799.122,2400.197,2062.79,55.363,74.074,71.971,89.555,49.573,0,67.915,19.667,2
1843.631,2395.048,2062.79,55.148,74.074,71.865,89.443,49.545,0,67.989,19.937,2
